Session,matchId,roundId,groupId,clientId,Gender,Topic,Grade,Siblings,Month,Year,payoff,role,roleName,choice,choiceTime,equilibriumChoice,winningChoice
LILA-LF-S1,6,0,2,11,Male,Math / Science,4,2 or more,feb.,2008,2,0,Player 1,1,22099,0,0
LILA-LF-S1,6,0,3,2,Female,Math / Science,4,1,feb.,2008,4,2,Player 3,2,7817,1,1
LILA-LF-S1,6,0,3,5,Male,Math / Science,4,0,aug.,2008,4,0,Player 1,0,34473,1,1
LILA-LF-S1,6,0,3,9,Female,Art / Music,4,2 or more,mar.,2008,4,1,Player 2,0,12860,1,1
LILA-LF-S1,7,0,0,0,Male,English,4,1,jul.,2008,2,2,Player 3,2,14891,0,0
LILA-LF-S1,7,0,0,3,Female,Math / Science,4,1,jul.,2008,4,0,Player 1,0,15798,1,1
LILA-LF-S1,7,0,0,5,Male,Math / Science,4,0,aug.,2008,2,1,Player 2,0,41411,1,0
LILA-LF-S1,7,0,1,2,Female,Math / Science,4,1,feb.,2008,2,0,Player 1,0,12766,1,0
LILA-LF-S1,7,0,1,9,Female,Art / Music,4,2 or more,mar.,2008,4,2,Player 3,0,12735,1,1
LILA-LF-S1,7,0,1,10,Male,Math / Science,4,0,aug.,2008,2,1,Player 2,2,22672,0,0
LILA-LF-S1,7,0,2,1,Female,Art / Music,4,1,sep.,2008,2,1,Player 2,1,13391,0,0
LILA-LF-S1,7,0,2,7,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,0,9037,1,1
LILA-LF-S1,7,0,2,8,Male,Art / Music,4,1,jul.,2008,2,0,Player 1,1,12876,0,0
LILA-LF-S1,7,0,3,4,Male,Math / Science,4,1,may.,2008,2,2,Player 3,2,12769,0,0
LILA-LF-S1,7,0,3,6,Female,Art / Music,4,0,dec.,2008,4,0,Player 1,2,21397,0,1
LILA-LF-S1,7,0,3,11,Male,Math / Science,4,2 or more,feb.,2008,4,1,Player 2,1,8051,0,1
LILA-LF-S1,8,0,0,4,Male,Math / Science,4,1,may.,2008,4,0,Player 1,2,12477,1,1
LILA-LF-S1,8,0,0,5,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,2,21507,1,1
LILA-LF-S1,8,0,0,8,Male,Art / Music,4,1,jul.,2008,4,1,Player 2,0,10641,1,1
LILA-LF-S1,8,0,1,6,Female,Art / Music,4,0,dec.,2008,4,1,Player 2,0,13054,1,1
LILA-LF-S1,8,0,1,7,Male,Math / Science,4,0,aug.,2008,4,0,Player 1,2,8381,1,1
LILA-LF-S1,8,0,1,10,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,2,9281,1,1
LILA-LF-S1,8,0,2,0,Male,English,4,1,jul.,2008,4,0,Player 1,2,4344,1,1
LILA-LF-S1,8,0,2,1,Female,Art / Music,4,1,sep.,2008,4,2,Player 3,2,10953,1,1
LILA-LF-S1,8,0,2,2,Female,Math / Science,4,1,feb.,2008,4,1,Player 2,0,9000,1,1
LILA-LF-S1,8,0,3,3,Female,Math / Science,4,1,jul.,2008,4,1,Player 2,0,9094,1,1
LILA-LF-S1,8,0,3,9,Female,Art / Music,4,2 or more,mar.,2008,2,0,Player 1,1,9626,0,0
LILA-LF-S1,8,0,3,11,Male,Math / Science,4,2 or more,feb.,2008,4,2,Player 3,2,6519,1,1
LILA-LF-S1,9,0,0,2,Female,Math / Science,4,1,feb.,2008,4,2,Player 3,0,5719,1,1
LILA-LF-S1,9,0,0,4,Male,Math / Science,4,1,may.,2008,2,1,Player 2,2,4422,0,0
LILA-LF-S1,9,0,0,5,Male,Math / Science,4,0,aug.,2008,2,0,Player 1,0,8673,0,0
LILA-LF-S1,9,0,1,6,Female,Art / Music,4,0,dec.,2008,4,2,Player 3,0,6205,1,1
LILA-LF-S1,9,0,1,9,Female,Art / Music,4,2 or more,mar.,2008,4,1,Player 2,0,42908,1,1
LILA-LF-S1,9,0,1,11,Male,Math / Science,4,2 or more,feb.,2008,2,0,Player 1,0,11708,0,0
LILA-LF-S1,9,0,2,3,Female,Math / Science,4,1,jul.,2008,4,2,Player 3,0,4500,1,1
LILA-LF-S1,9,0,2,7,Male,Math / Science,4,0,aug.,2008,4,1,Player 2,0,43344,1,1
LILA-LF-S1,9,0,2,10,Male,Math / Science,4,0,aug.,2008,4,0,Player 1,1,12579,1,1
LILA-LF-S1,9,0,3,0,Male,English,4,1,jul.,2008,4,1,Player 2,0,7656,1,1
LILA-LF-S1,9,0,3,1,Female,Art / Music,4,1,sep.,2008,4,0,Player 1,1,12453,1,1
LILA-LF-S1,9,0,3,8,Male,Art / Music,4,1,jul.,2008,4,2,Player 3,0,17110,1,1
LILA-LF-S1,10,0,0,3,Female,Math / Science,4,1,jul.,2008,4,0,Player 1,1,8844,1,1
LILA-LF-S1,10,0,0,9,Female,Art / Music,4,2 or more,mar.,2008,4,2,Player 3,1,7876,1,1
LILA-LF-S1,10,0,0,11,Male,Math / Science,4,2 or more,feb.,2008,4,1,Player 2,2,7229,1,1
LILA-LF-S1,10,0,1,0,Male,English,4,1,jul.,2008,2,2,Player 3,0,3062,0,0
LILA-LF-S1,10,0,1,5,Male,Math / Science,4,0,aug.,2008,2,1,Player 2,2,15501,1,0
LILA-LF-S1,10,0,1,8,Male,Art / Music,4,1,jul.,2008,2,0,Player 1,0,6125,0,0
LILA-LF-S1,10,0,2,1,Female,Art / Music,4,1,sep.,2008,4,1,Player 2,2,7187,1,1
LILA-LF-S1,10,0,2,2,Female,Math / Science,4,1,feb.,2008,4,0,Player 1,1,7891,1,1
LILA-LF-S1,10,0,2,7,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,1,7988,1,1
LILA-LF-S1,10,0,3,4,Male,Math / Science,4,1,may.,2008,2,2,Player 3,2,2910,0,0
LILA-LF-S1,10,0,3,6,Female,Art / Music,4,0,dec.,2008,4,0,Player 1,1,23106,1,1
LILA-LF-S1,10,0,3,10,Male,Math / Science,4,0,aug.,2008,2,1,Player 2,2,8672,1,0
LILA-LF-S1,11,0,0,1,Female,Art / Music,4,1,sep.,2008,4,2,Player 3,2,12453,1,1
LILA-LF-S1,11,0,0,2,Female,Math / Science,4,1,feb.,2008,4,1,Player 2,0,6594,1,1
LILA-LF-S1,11,0,0,4,Male,Math / Science,4,1,may.,2008,4,0,Player 1,1,4017,1,1
LILA-LF-S1,11,0,1,0,Male,English,4,1,jul.,2008,2,0,Player 1,0,11376,0,0
LILA-LF-S1,11,0,1,8,Male,Art / Music,4,1,jul.,2008,2,1,Player 2,2,7609,0,0
LILA-LF-S1,11,0,1,10,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,2,7719,1,1
LILA-LF-S1,11,0,2,3,Female,Math / Science,4,1,jul.,2008,4,1,Player 2,0,10126,1,1
LILA-LF-S1,11,0,2,7,Male,Math / Science,4,0,aug.,2008,4,0,Player 1,1,16882,1,1
LILA-LF-S1,11,0,2,11,Male,Math / Science,4,2 or more,feb.,2008,4,2,Player 3,2,6222,1,1
LILA-LF-S1,11,0,3,5,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,2,15956,1,1
LILA-LF-S1,11,0,3,6,Female,Art / Music,4,0,dec.,2008,4,1,Player 2,0,9419,1,1
LILA-LF-S1,11,0,3,9,Female,Art / Music,4,2 or more,mar.,2008,2,0,Player 1,2,14282,0,0
LILA-LF-S1,12,0,0,0,Male,English,4,1,jul.,2008,2,1,Player 2,0,12485,0,0
LILA-LF-S1,12,0,0,5,Male,Math / Science,4,0,aug.,2008,4,0,Player 1,0,9860,0,1
LILA-LF-S1,12,0,0,6,Female,Art / Music,4,0,dec.,2008,4,2,Player 3,2,13430,1,1
LILA-LF-S1,12,0,1,1,Female,Art / Music,4,1,sep.,2008,2,0,Player 1,0,8704,0,0
LILA-LF-S1,12,0,1,7,Male,Math / Science,4,0,aug.,2008,4,1,Player 2,1,12668,1,1
LILA-LF-S1,12,0,1,8,Male,Art / Music,4,1,jul.,2008,4,2,Player 3,2,6578,1,1
LILA-LF-S1,12,0,2,3,Female,Math / Science,4,1,jul.,2008,4,2,Player 3,2,5641,1,1
LILA-LF-S1,12,0,2,4,Male,Math / Science,4,1,may.,2008,2,1,Player 2,2,11592,0,0
LILA-LF-S1,12,0,2,11,Male,Math / Science,4,2 or more,feb.,2008,4,0,Player 1,1,19636,0,1
LILA-LF-S1,12,0,3,2,Female,Math / Science,4,1,feb.,2008,4,2,Player 3,2,4719,1,1
LILA-LF-S1,12,0,3,9,Female,Art / Music,4,2 or more,mar.,2008,2,1,Player 2,0,15595,0,0
LILA-LF-S1,12,0,3,10,Male,Math / Science,4,0,aug.,2008,2,0,Player 1,1,12109,0,0
LILA-LF-S1,13,0,0,3,Female,Math / Science,4,1,jul.,2008,2,0,Player 1,1,12063,1,0
LILA-LF-S1,13,0,0,7,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,1,22259,1,1
LILA-LF-S1,13,0,0,10,Male,Math / Science,4,0,aug.,2008,2,1,Player 2,0,11750,0,0
LILA-LF-S1,13,0,1,0,Male,English,4,1,jul.,2008,4,2,Player 3,1,12501,1,1
LILA-LF-S1,13,0,1,1,Female,Art / Music,4,1,sep.,2008,2,1,Player 2,0,11406,0,0
LILA-LF-S1,13,0,1,6,Female,Art / Music,4,0,dec.,2008,2,0,Player 1,1,19344,1,0
LILA-LF-S1,13,0,2,8,Male,Art / Music,4,1,jul.,2008,2,0,Player 1,2,8000,0,0
LILA-LF-S1,13,0,2,9,Female,Art / Music,4,2 or more,mar.,2008,2,2,Player 3,2,29095,0,0
LILA-LF-S1,13,0,2,11,Male,Math / Science,4,2 or more,feb.,2008,2,1,Player 2,0,10498,0,0
LILA-LF-S1,13,0,3,2,Female,Math / Science,4,1,feb.,2008,2,0,Player 1,1,7582,1,0
LILA-LF-S1,13,0,3,4,Male,Math / Science,4,1,may.,2008,2,2,Player 3,2,2529,0,0
LILA-LF-S1,13,0,3,5,Male,Math / Science,4,0,aug.,2008,2,1,Player 2,0,15528,0,0
LILA-LF-S1,14,0,0,1,Female,Art / Music,4,1,sep.,2008,4,2,Player 3,0,7110,1,1
LILA-LF-S1,14,0,0,6,Female,Art / Music,4,0,dec.,2008,4,1,Player 2,2,11532,1,1
LILA-LF-S1,14,0,0,9,Female,Art / Music,4,2 or more,mar.,2008,4,0,Player 1,2,10485,1,1
LILA-LF-S1,14,0,1,0,Male,English,4,1,jul.,2008,2,0,Player 1,2,8469,1,0
LILA-LF-S1,14,0,1,8,Male,Art / Music,4,1,jul.,2008,2,1,Player 2,0,7609,0,0
LILA-LF-S1,14,0,1,11,Male,Math / Science,4,2 or more,feb.,2008,4,2,Player 3,0,10263,1,1
LILA-LF-S1,14,0,2,2,Female,Math / Science,4,1,feb.,2008,2,1,Player 2,1,7719,0,0
LILA-LF-S1,14,0,2,4,Male,Math / Science,4,1,may.,2008,2,0,Player 1,1,4063,0,0
LILA-LF-S1,14,0,2,5,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,0,5823,1,1
LILA-LF-S1,14,0,3,3,Female,Math / Science,4,1,jul.,2008,4,1,Player 2,2,6735,1,1
LILA-LF-S1,14,0,3,7,Male,Math / Science,4,0,aug.,2008,4,0,Player 1,2,31855,1,1
LILA-LF-S1,14,0,3,10,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,0,5328,1,1
LILA-LF-S1,15,0,0,6,Female,Art / Music,4,0,dec.,2008,4,2,Player 3,2,7142,1,1
LILA-LF-S1,15,0,0,9,Female,Art / Music,4,2 or more,mar.,2008,4,1,Player 2,0,16907,1,1
LILA-LF-S1,15,0,0,11,Male,Math / Science,4,2 or more,feb.,2008,2,0,Player 1,2,7330,0,0
LILA-LF-S1,15,0,1,1,Female,Art / Music,4,1,sep.,2008,2,0,Player 1,1,25751,0,0
LILA-LF-S1,15,0,1,3,Female,Math / Science,4,1,jul.,2008,4,2,Player 3,2,5109,1,1
LILA-LF-S1,15,0,1,4,Male,Math / Science,4,1,may.,2008,2,1,Player 2,1,63919,0,0
LILA-LF-S1,15,0,2,0,Male,English,4,1,jul.,2008,2,1,Player 2,1,7031,0,0
LILA-LF-S1,15,0,2,2,Female,Math / Science,4,1,feb.,2008,4,2,Player 3,2,5454,1,1
LILA-LF-S1,15,0,2,10,Male,Math / Science,4,0,aug.,2008,4,0,Player 1,2,6313,0,1
LILA-LF-S1,15,0,3,5,Male,Math / Science,4,0,aug.,2008,4,0,Player 1,0,21243,1,1
LILA-LF-S1,15,0,3,7,Male,Math / Science,4,0,aug.,2008,4,1,Player 2,0,8001,1,1
LILA-LF-S1,15,0,3,8,Male,Art / Music,4,1,jul.,2008,4,2,Player 3,2,7469,1,1
LILA-LF-S1,16,0,0,0,Male,English,4,1,jul.,2008,4,2,Player 3,0,2672,1,1
LILA-LF-S1,16,0,0,5,Male,Math / Science,4,0,aug.,2008,2,1,Player 2,2,11704,0,0
LILA-LF-S1,16,0,0,8,Male,Art / Music,4,1,jul.,2008,2,0,Player 1,0,8562,1,0
LILA-LF-S1,16,0,1,3,Female,Math / Science,4,1,jul.,2008,2,0,Player 1,0,10532,1,0
LILA-LF-S1,16,0,1,9,Female,Art / Music,4,2 or more,mar.,2008,4,2,Player 3,0,19579,1,1
LILA-LF-S1,16,0,1,11,Male,Math / Science,4,2 or more,feb.,2008,2,1,Player 2,1,18661,0,0
LILA-LF-S1,16,0,2,1,Female,Art / Music,4,1,sep.,2008,2,1,Player 2,2,8688,0,0
LILA-LF-S1,16,0,2,2,Female,Math / Science,4,1,feb.,2008,2,0,Player 1,0,7813,1,0
LILA-LF-S1,16,0,2,7,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,0,3431,1,1
LILA-LF-S1,16,0,3,4,Male,Math / Science,4,1,may.,2008,2,2,Player 3,1,6501,0,0
LILA-LF-S1,16,0,3,6,Female,Art / Music,4,0,dec.,2008,2,0,Player 1,0,14993,1,0
LILA-LF-S1,16,0,3,10,Male,Math / Science,4,0,aug.,2008,4,1,Player 2,2,13298,0,1
LILA-LF-S1,17,0,0,4,Male,Math / Science,4,1,may.,2008,4,0,Player 1,1,2980,0,1
LILA-LF-S1,17,0,0,8,Male,Art / Music,4,1,jul.,2008,2,1,Player 2,1,15547,0,0
LILA-LF-S1,17,0,0,11,Male,Math / Science,4,2 or more,feb.,2008,4,2,Player 3,2,9573,1,1
LILA-LF-S1,17,0,1,3,Female,Math / Science,4,1,jul.,2008,4,1,Player 2,0,11032,1,1
LILA-LF-S1,17,0,1,5,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,2,6407,1,1
LILA-LF-S1,17,0,1,9,Female,Art / Music,4,2 or more,mar.,2008,4,0,Player 1,2,15594,1,1
LILA-LF-S1,17,0,2,2,Female,Math / Science,4,1,feb.,2008,4,1,Player 2,0,7782,1,1
LILA-LF-S1,17,0,2,7,Male,Math / Science,4,0,aug.,2008,4,0,Player 1,2,7676,1,1
LILA-LF-S1,17,0,2,10,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,2,14548,1,1
LILA-LF-S1,17,0,3,0,Male,English,4,1,jul.,2008,4,0,Player 1,2,6875,1,1
LILA-LF-S1,17,0,3,1,Female,Art / Music,4,1,sep.,2008,4,2,Player 3,2,7281,1,1
LILA-LF-S1,17,0,3,6,Female,Art / Music,4,0,dec.,2008,4,1,Player 2,0,12705,1,1
LILA-LF-S1,18,0,0,0,Male,English,4,1,jul.,2008,2,1,Player 2,2,4422,0,0
LILA-LF-S1,18,0,0,3,Female,Math / Science,4,1,jul.,2008,4,2,Player 3,0,4860,1,1
LILA-LF-S1,18,0,0,10,Male,Math / Science,4,0,aug.,2008,4,0,Player 1,2,5516,0,1
LILA-LF-S1,18,0,1,2,Female,Math / Science,4,1,feb.,2008,4,2,Player 3,0,7954,1,1
LILA-LF-S1,18,0,1,5,Male,Math / Science,4,0,aug.,2008,4,0,Player 1,1,25893,1,1
LILA-LF-S1,18,0,1,9,Female,Art / Music,4,2 or more,mar.,2008,4,1,Player 2,0,12078,1,1
LILA-LF-S1,18,0,2,1,Female,Art / Music,4,1,sep.,2008,2,0,Player 1,2,7188,0,0
LILA-LF-S1,18,0,2,6,Female,Art / Music,4,0,dec.,2008,4,2,Player 3,0,6933,1,1
LILA-LF-S1,18,0,2,7,Male,Math / Science,4,0,aug.,2008,4,1,Player 2,0,6374,1,1
LILA-LF-S1,18,0,3,4,Male,Math / Science,4,1,may.,2008,2,1,Player 2,1,4595,0,0
LILA-LF-S1,18,0,3,8,Male,Art / Music,4,1,jul.,2008,4,2,Player 3,0,5641,1,1
LILA-LF-S1,18,0,3,11,Male,Math / Science,4,2 or more,feb.,2008,2,0,Player 1,1,17538,1,0
LILA-LF-S1,19,0,0,2,Female,Math / Science,4,1,feb.,2008,2,0,Player 1,1,8360,1,0
LILA-LF-S1,19,0,0,7,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,1,4727,1,1
LILA-LF-S1,19,0,0,11,Male,Math / Science,4,2 or more,feb.,2008,2,1,Player 2,1,12374,0,0
LILA-LF-S1,19,0,1,0,Male,English,4,1,jul.,2008,2,2,Player 3,0,4453,0,0
LILA-LF-S1,19,0,1,6,Female,Art / Music,4,0,dec.,2008,4,0,Player 1,1,27143,1,1
LILA-LF-S1,19,0,1,10,Male,Math / Science,4,0,aug.,2008,2,1,Player 2,2,4251,1,0
LILA-LF-S1,19,0,2,1,Female,Art / Music,4,1,sep.,2008,2,1,Player 2,1,8422,0,0
LILA-LF-S1,19,0,2,3,Female,Math / Science,4,1,jul.,2008,2,0,Player 1,1,7876,1,0
LILA-LF-S1,19,0,2,9,Female,Art / Music,4,2 or more,mar.,2008,4,2,Player 3,1,18345,1,1
LILA-LF-S1,19,0,3,4,Male,Math / Science,4,1,may.,2008,2,2,Player 3,2,47968,0,0
LILA-LF-S1,19,0,3,5,Male,Math / Science,4,0,aug.,2008,2,1,Player 2,2,33767,1,0
LILA-LF-S1,19,0,3,8,Male,Art / Music,4,1,jul.,2008,2,0,Player 1,0,6657,0,0
LILA-LF-S1,20,0,0,3,Female,Math / Science,4,1,jul.,2008,4,1,Player 2,0,10938,1,1
LILA-LF-S1,20,0,0,7,Male,Math / Science,4,0,aug.,2008,4,0,Player 1,1,8879,1,1
LILA-LF-S1,20,0,0,11,Male,Math / Science,4,2 or more,feb.,2008,4,2,Player 3,2,5105,1,1
LILA-LF-S1,20,0,1,4,Male,Math / Science,4,1,may.,2008,2,0,Player 1,2,7017,0,0
LILA-LF-S1,20,0,1,8,Male,Art / Music,4,1,jul.,2008,2,1,Player 2,1,19876,0,0
LILA-LF-S1,20,0,1,10,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,2,41220,1,1
LILA-LF-S1,20,0,2,5,Male,Math / Science,4,0,aug.,2008,4,2,Player 3,2,20002,1,1
LILA-LF-S1,20,0,2,6,Female,Art / Music,4,0,dec.,2008,4,1,Player 2,0,7610,1,1
LILA-LF-S1,20,0,2,9,Female,Art / Music,4,2 or more,mar.,2008,4,0,Player 1,1,18485,1,1
LILA-LF-S1,20,0,3,0,Male,English,4,1,jul.,2008,2,0,Player 1,2,15329,0,0
LILA-LF-S1,20,0,3,1,Female,Art / Music,4,1,sep.,2008,4,2,Player 3,2,5406,1,1
LILA-LF-S1,20,0,3,2,Female,Math / Science,4,1,feb.,2008,4,1,Player 2,0,12985,1,1
LILA-LF-S2,3,0,0,0,Female,Art / Music,3,0,nov.,2009,4,2,Player 3,2,9845,1,1
LILA-LF-S2,3,0,0,4,Female,French,3,1,may.,2009,2,0,Player 1,1,46505,0,0
LILA-LF-S2,3,0,0,9,Male,French,3,1,apr.,2009,4,1,Player 2,1,15236,1,1
LILA-LF-S2,3,0,1,7,Female,Art / Music,3,1,may.,2009,4,1,Player 2,1,32245,1,1
LILA-LF-S2,3,0,1,8,Male,Art / Music,3,1,jan.,2009,2,0,Player 1,0,39872,0,0
LILA-LF-S2,3,0,1,10,Male,Math / Science,3,0,nov.,2009,4,2,Player 3,2,17875,1,1
LILA-LF-S2,3,0,2,2,Female,English,3,1,mar.,2009,4,2,Player 3,2,17752,1,1
LILA-LF-S2,3,0,2,5,Female,Art / Music,3,2 or more,jun.,2009,2,0,Player 1,1,24501,0,0
LILA-LF-S2,3,0,2,11,Male,English,3,1,jan.,2010,2,1,Player 2,0,33360,0,0
LILA-LF-S2,3,0,3,1,Male,Math / Science,3,1,jan.,2009,4,2,Player 3,2,18329,1,1
LILA-LF-S2,3,0,3,3,Female,English,3,2 or more,feb.,2009,2,1,Player 2,2,12453,0,0
LILA-LF-S2,3,0,3,6,Female,Art / Music,3,2 or more,nov.,2009,4,0,Player 1,1,17391,0,1
LILA-LF-S2,4,0,0,1,Male,Math / Science,3,1,jan.,2009,2,0,Player 1,2,24485,0,0
LILA-LF-S2,4,0,0,6,Female,Art / Music,3,2 or more,nov.,2009,2,1,Player 2,0,41877,0,0
LILA-LF-S2,4,0,0,7,Female,Art / Music,3,1,may.,2009,4,2,Player 3,1,8220,1,1
LILA-LF-S2,4,0,1,2,Female,English,3,1,mar.,2009,4,0,Player 1,2,17198,0,1
LILA-LF-S2,4,0,1,4,Female,French,3,1,may.,2009,2,1,Player 2,2,24107,0,0
LILA-LF-S2,4,0,1,11,Male,English,3,1,jan.,2010,4,2,Player 3,1,10016,1,1
LILA-LF-S2,4,0,2,0,Female,Art / Music,3,0,nov.,2009,4,0,Player 1,2,14981,0,1
LILA-LF-S2,4,0,2,3,Female,English,3,2 or more,feb.,2009,2,2,Player 3,2,9923,0,0
LILA-LF-S2,4,0,2,8,Male,Art / Music,3,1,jan.,2009,4,1,Player 2,2,11935,0,1
LILA-LF-S2,4,0,3,5,Female,Art / Music,3,2 or more,jun.,2009,2,1,Player 2,0,44330,0,0
LILA-LF-S2,4,0,3,9,Male,French,3,1,apr.,2009,2,2,Player 3,2,28003,0,0
LILA-LF-S2,4,0,3,10,Male,Math / Science,3,0,nov.,2009,2,0,Player 1,1,9594,1,0
LILA-LF-S2,5,0,0,8,Male,Art / Music,3,1,jan.,2009,2,2,Player 3,2,6958,0,0
LILA-LF-S2,5,0,0,9,Male,French,3,1,apr.,2009,2,0,Player 1,0,44236,0,0
LILA-LF-S2,5,0,0,10,Male,Math / Science,3,0,nov.,2009,2,1,Player 2,2,54987,1,0
LILA-LF-S2,5,0,1,1,Male,Math / Science,3,1,jan.,2009,4,1,Player 2,2,32424,1,1
LILA-LF-S2,5,0,1,6,Female,Art / Music,3,2 or more,nov.,2009,4,2,Player 3,0,37157,1,1
LILA-LF-S2,5,0,1,11,Male,English,3,1,jan.,2010,4,0,Player 1,2,36455,1,1
LILA-LF-S2,5,0,2,0,Female,Art / Music,3,0,nov.,2009,2,1,Player 2,2,16563,1,0
